date,time,latitude,longitude,year,month,day,wday,hour,coords_lat,coords_long
2011-08-29,19:08:18,42.392526666666704,-88.0951483333333,2011,8,29,0,19,5219960.5992314825,-9806707.053824566
2011-08-29,19:08:28,42.392196666666706,-88.0951633333333,2011,8,29,0,19,5219910.858971079,-9806708.723616928
2011-08-29,19:08:38,42.39186,-88.09514,2011,8,29,0,19,5219860.114126431,-9806706.126162145
2011-08-29,19:08:48,42.391518333333295,-88.0951433333333,2011,8,29,0,19,5219808.615923755,-9806706.497227112
2011-08-29,19:08:58,42.391296666666705,-88.0952033333333,2011,8,29,0,19,5219775.205044655,-9806713.17639656
2011-08-29,19:09:08,42.391275,-88.0956083333333,2011,8,29,0,19,5219771.939325954,-9806758.260790331
2011-08-29,19:09:18,42.39127,-88.096035,2011,8,29,0,19,5219771.185698722,-9806805.757106407
2011-08-29,19:09:28,42.3912383333333,-88.0964683333333,2011,8,29,0,19,5219766.4127276465,-9806853.995552413
2011-08-29,19:09:38,42.3909516666667,-88.0964366666667,2011,8,29,0,19,5219723.2048885925,-9806850.470435213
2011-08-29,19:09:48,42.3906416666667,-88.09644,2011,8,29,0,19,5219676.480354476,-9806850.841500178
2011-08-29,19:09:58,42.390335,-88.0964433333333,2011,8,29,0,19,5219630.258461755,-9806851.212565143
2011-08-29,19:10:08,42.3900483333333,-88.096435,2011,8,29,0,19,5219587.051244516,-9806850.284902724
2011-08-29,19:10:18,42.38987,-88.0962583333333,2011,8,29,0,19,5219560.172435687,-9806830.618459346
2011-08-29,19:10:28,42.389866666666705,-88.0958783333333,2011,8,29,0,19,5219559.670028776,-9806788.317052845
2011-08-29,19:10:38,42.389858333333294,-88.0954866666667,2011,8,29,0,19,5219558.414011595,-9806744.716918958
2011-08-29,19:10:48,42.389855,-88.09508000000001,2011,8,29,0,19,5219557.91160478,-9806699.4469927
2011-08-29,19:10:58,42.389843333333296,-88.0946666666667,2011,8,29,0,19,5219556.153181111,-9806653.434936507
2011-08-29,19:11:08,42.389835,-88.0942183333333,2011,8,29,0,19,5219554.897164413,-9806603.52669813
2011-08-29,19:11:18,42.389711666666706,-88.09391,2011,8,29,0,19,5219536.30813671,-9806569.20318847
2011-08-29,19:11:28,42.38946,-88.09389499999999,2011,8,29,0,19,5219498.376585356,-9806567.533396106
2011-08-29,19:11:58,42.3897216666667,-88.09383333333331,2011,8,29,0,19,5219537.81535381,-9806560.668694174
2011-08-29,19:12:28,42.3898566666667,-88.09490500000001,2011,8,29,0,19,5219558.162808193,-9806679.966081811
2011-08-29,19:12:38,42.390066666666705,-88.095155,2011,8,29,0,19,5219589.814490888,-9806707.795954509
2011-08-29,19:12:48,42.390570000000004,-88.0951433333333,2011,8,29,0,19,5219665.678478887,-9806706.497227112
2011-08-29,19:12:58,42.3909533333333,-88.095145,2011,8,29,0,19,5219723.456096378,-9806706.6827596
2011-08-29,19:13:08,42.391225,-88.0951533333333,2011,8,29,0,19,5219764.403056341,-9806707.610422019
2011-08-29,19:13:18,42.3915316666667,-88.095155,2011,8,29,0,19,5219810.62560447,-9806707.795954509
2011-08-29,19:13:28,42.391855,-88.0951716666667,2011,8,29,0,19,5219859.360492173,-9806709.65127936
2011-08-29,19:14:08,42.3929883333333,-88.09496999999999,2011,8,29,0,19,5220030.185792211,-9806687.20184871
2011-08-29,19:14:18,42.3930533333333,-88.094515,2011,8,29,0,19,5220039.983219126,-9806636.551480401
2011-08-29,19:14:28,42.3930933333333,-88.09405500000001,2011,8,29,0,19,5220046.012409964,-9806585.344514636
2011-08-29,19:14:38,42.3929016666667,-88.0938533333333,2011,8,29,0,19,5220017.122572119,-9806562.895083988
2011-08-29,19:14:48,42.3925866666667,-88.0938666666667,2011,8,29,0,19,5219969.642943289,-9806564.379343873
2011-08-29,19:14:58,42.3923083333333,-88.0938733333333,2011,8,29,0,19,5219927.690242032,-9806565.121473806
2011-08-29,19:15:18,42.3921833333333,-88.0937666666667,2011,8,29,0,19,5219908.849269075,-9806553.247394795
2011-08-29,19:15:28,42.392508333333296,-88.09384666666669,2011,8,29,0,19,5219957.835876809,-9806562.152954057
2011-09-07,19:52:52,41.9814333333333,-87.7877766666667,2011,9,7,2,19,5158198.653041598,-9772490.596406959
2011-09-07,19:53:02,41.9809983333333,-87.7877783333333,2011,9,7,2,19,5158133.511377128,-9772490.781939438
2011-09-07,19:53:12,41.98056,-87.7877616666667,2011,9,7,2,19,5158067.870992966,-9772488.926614597
2011-09-07,19:53:22,41.9801983333333,-87.7877583333333,2011,9,7,2,19,5158013.711776652,-9772488.555549622
2011-09-07,19:53:32,41.9797516666667,-87.78776500000001,2011,9,7,2,19,5157946.824321155,-9772489.297679566
2011-09-07,19:53:42,41.9793516666667,-87.7877533333333,2011,9,7,2,19,5157886.925505472,-9772487.998952167
2011-09-07,19:53:52,41.97885,-87.7877633333333,2011,9,7,2,19,5157811.802939321,-9772489.112147076
2011-09-07,19:54:02,41.978398333333296,-87.7877733333333,2011,9,7,2,19,5157744.168178379,-9772490.225341985
2011-09-07,19:54:12,41.977990000000005,-87.78775999999999,2011,9,7,2,19,5157683.022774182,-9772488.74108211
2011-09-07,19:54:22,41.977495000000005,-87.7877783333333,2011,9,7,2,19,5157608.9000956165,-9772490.781939438
2011-09-07,19:55:42,41.975373333333295,-87.78783666666669,2011,9,7,2,19,5157291.202346934,-9772497.275576407
2011-09-07,19:55:52,41.9748233333333,-87.7878416666667,2011,9,7,2,19,5157208.847234544,-9772497.832173862
2011-09-07,19:56:02,41.9742833333333,-87.7878666666667,2011,9,7,2,19,5157127.990179741,-9772500.61516113
2011-09-07,19:56:12,41.97381,-87.78788,2011,9,7,2,19,5157057.116041199,-9772502.099421004
2011-09-07,19:56:22,41.9733533333333,-87.78788,2011,9,7,2,19,5156988.737970127,-9772502.099421004
2011-09-07,19:56:32,41.972905,-87.7878933333333,2011,9,7,2,19,5156921.608150996,-9772503.583680877
2011-09-07,19:56:42,41.972446666666706,-87.7878933333333,2011,9,7,2,19,5156852.981500925,-9772503.583680877
2011-09-07,19:56:52,41.9719183333333,-87.7879216666667,2011,9,7,2,19,5156773.874302445,-9772506.737733126
2011-09-07,19:57:02,41.9713833333333,-87.7879283333333,2011,9,7,2,19,5156693.769574515,-9772507.479863055
2011-09-07,19:57:12,41.970898333333295,-87.78792,2011,9,7,2,19,5156621.15185118,-9772506.552200638
2011-09-07,19:57:22,41.9704,-87.7879466666667,2011,9,7,2,19,5156546.538340239,-9772509.520720394
2011-09-07,19:57:32,41.96987,-87.7879616666667,2011,9,7,2,19,5156467.184143045,-9772511.190512758
2011-09-07,19:57:42,41.96934,-87.7879783333333,2011,9,7,2,19,5156387.830606082,-9772513.045837596
2011-09-07,19:58:12,41.9685533333333,-87.78869499999999,2011,9,7,2,19,5156270.049214982,-9772592.824806001
2011-09-07,19:58:22,41.9685566666667,-87.7891083333333,2011,9,7,2,19,5156270.548285618,-9772638.836862193
2011-09-07,19:58:32,41.9687633333333,-87.7891483333333,2011,9,7,2,19,5156301.490715211,-9772643.289641824
2011-09-07,19:59:02,41.968866666666706,-87.789165,2011,9,7,2,19,5156316.961967668,-9772645.144966675
2011-09-07,19:59:12,41.969145000000005,-87.7891766666667,2011,9,7,2,19,5156358.634659573,-9772646.443694072
2011-09-07,19:59:22,41.969421666666705,-87.7892016666667,2011,9,7,2,19,5156400.057994857,-9772649.22668134
2011-09-07,19:59:32,41.969691666666705,-87.7892033333333,2011,9,7,2,19,5156440.483350937,-9772649.412213817
2011-09-07,19:59:52,41.9702533333333,-87.7892466666667,2011,9,7,2,19,5156524.578622106,-9772654.236058425
2011-09-07,20:00:02,41.970648333333294,-87.7892433333333,2011,9,7,2,20,5156583.720250987,-9772653.86499345
2011-09-07,20:00:12,41.9709966666667,-87.7892333333333,2011,9,7,2,20,5156635.874987524,-9772652.751798542
2011-09-07,20:00:22,41.9713833333333,-87.789225,2011,9,7,2,20,5156693.769574515,-9772651.824136121
2011-09-07,20:00:32,41.971709999999995,-87.78922666666669,2011,9,7,2,20,5156742.680792583,-9772652.00966861
2011-09-07,20:00:42,41.972065,-87.7892483333333,2011,9,7,2,20,5156795.834594592,-9772654.421590904
2011-09-07,20:00:52,41.972455,-87.7892433333333,2011,9,7,2,20,5156854.229253788,-9772653.86499345
2011-09-07,20:01:02,41.972809999999996,-87.7892466666667,2011,9,7,2,20,5156907.383677503,-9772654.236058425
2011-09-07,20:01:12,41.9731466666667,-87.7892366666667,2011,9,7,2,20,5156957.793310791,-9772653.122863518
2011-09-07,20:01:22,41.9734183333333,-87.7892183333333,2011,9,7,2,20,5156998.470585353,-9772651.082006179
2011-09-07,20:01:42,41.974101666666705,-87.7892283333333,2011,9,7,2,20,5157100.788423451,-9772652.195201088
2011-09-07,20:01:52,41.9745866666667,-87.7892166666667,2011,9,7,2,20,5157173.409798989,-9772650.896473702
2011-09-07,20:02:02,41.974948333333295,-87.7892083333333,2011,9,7,2,20,5157227.5642430885,-9772649.968811272
2011-09-07,20:02:32,41.975466666666705,-87.7891733333333,2011,9,7,2,20,5157305.177830538,-9772646.072629094
2011-09-07,20:02:42,41.975953333333294,-87.78916,2011,9,7,2,20,5157378.05032681,-9772644.58836922
2011-09-07,20:03:02,41.976428333333295,-87.7891383333333,2011,9,7,2,20,5157449.176416684,-9772642.176446917
2011-09-07,20:03:12,41.976806666666704,-87.7891483333333,2011,9,7,2,20,5157505.828102907,-9772643.289641824
2011-09-07,20:03:22,41.9771966666667,-87.78914,2011,9,7,2,20,5157564.22710969,-9772642.361979404
2011-09-07,20:03:32,41.9775283333333,-87.7891566666667,2011,9,7,2,20,5157613.891503686,-9772644.217304254
2011-09-07,20:03:42,41.9779583333333,-87.7891516666667,2011,9,7,2,20,5157678.280902069,-9772643.660706801
2011-09-07,20:03:52,41.97835,-87.7891633333333,2011,9,7,2,20,5157736.930538655,-9772644.959434187
2011-09-07,20:04:02,41.978745,-87.7891433333333,2011,9,7,2,20,5157796.079686417,-9772642.733044371
2011-09-07,20:04:12,41.97916,-87.7891316666667,2011,9,7,2,20,5157858.224122958,-9772641.434316985
2011-09-07,20:04:32,41.9799,-87.789125,2011,9,7,2,20,5157969.036894266,-9772640.692187043
2011-09-07,20:04:42,41.980413333333296,-87.7891183333333,2011,9,7,2,20,5158045.907771386,-9772639.9500571
2011-09-07,20:05:02,41.980715000000004,-87.7897016666667,2011,9,7,2,20,5158091.082179836,-9772704.886426738
2011-09-07,20:05:12,41.980751666666706,-87.79012,2011,9,7,2,20,5158096.573006503,-9772751.455080383
2011-09-07,20:05:22,41.980585,-87.7902266666667,2011,9,7,2,20,5158071.61472896,-9772763.329159403
2011-09-07,20:05:32,41.9802516666667,-87.7902133333333,2011,9,7,2,20,5158021.69836987,-9772761.844899518
2011-09-07,20:05:42,41.97995,-87.7902183333333,2011,9,7,2,20,5157976.524290121,-9772762.401496973
2011-09-07,20:05:52,41.9795966666667,-87.7902083333333,2011,9,7,2,20,5157923.613485427,-9772761.288302064
2011-09-07,20:06:02,41.9793116666667,-87.790195,2011,9,7,2,20,5157880.935644602,-9772759.804042192
2011-09-07,20:06:12,41.979005,-87.7902033333333,2011,9,7,2,20,5157835.013502891,-9772760.731704611
2011-09-07,20:06:22,41.9786366666667,-87.7902016666667,2011,9,7,2,20,5157779.857309802,-9772760.546172135
2011-09-07,20:06:32,41.978331666666705,-87.79019833333331,2011,9,7,2,20,5157734.185228475,-9772760.175107157
2011-09-07,20:06:52,41.977709999999995,-87.790205,2011,9,7,2,20,5157641.094723608,-9772760.9172371
2011-09-07,20:07:02,41.977343333333295,-87.7902133333333,2011,9,7,2,20,5157586.189221861,-9772761.844899518
2011-09-07,20:07:22,41.97710666666671,-87.7902366666667,2011,9,7,2,20,5157550.750384076,-9772764.442354312
2011-09-07,20:07:32,41.9767066666667,-87.7902233333333,2011,9,7,2,20,5157490.854056207,-9772762.958094427
2011-09-07,20:07:42,41.9762983333333,-87.79024,2011,9,7,2,20,5157429.710276206,-9772764.813419277
2011-09-07,20:07:52,41.975905,-87.7902516666667,2011,9,7,2,20,5157370.812964953,-9772766.112146676
2011-09-07,20:08:02,41.9755883333333,-87.7902416666667,2011,9,7,2,20,5157323.3959023915,-9772764.998951765
2011-09-07,20:08:12,41.97526,-87.790225,2011,9,7,2,20,5157274.232144389,-9772763.143626915
2011-09-07,20:08:22,41.9748033333333,-87.7902466666667,2011,9,7,2,20,5157205.852516585,-9772765.55554922
2011-09-07,20:08:32,41.97428,-87.79024333333331,2011,9,7,2,20,5157127.491064255,-9772765.184484243
2011-09-07,20:08:42,41.973785,-87.790255,2011,9,7,2,20,5157053.37270346,-9772766.483211638
2011-09-07,20:08:52,41.973175,-87.7902683333333,2011,9,7,2,20,5156962.03571782,-9772767.967471512
2011-09-07,20:09:02,41.972635,-87.79028000000001,2011,9,7,2,20,5156881.180755549,-9772769.26619891
2011-09-07,20:09:12,41.97225833333329,-87.7902966666667,2011,9,7,2,20,5156824.782329666,-9772771.12152376
2011-09-07,20:09:22,41.971703333333295,-87.7903133333333,2011,9,7,2,20,5156741.682601947,-9772772.976848599
2011-09-07,20:09:32,41.971109999999996,-87.7903216666667,2011,9,7,2,20,5156652.844054196,-9772773.904511029
2011-09-07,20:09:42,41.9706166666667,-87.79034,2011,9,7,2,20,5156578.978925455,-9772775.945368357
2011-09-07,20:09:52,41.970415,-87.7904883333333,2011,9,7,2,20,5156548.784223354,-9772792.457759488
2011-09-07,20:10:32,41.970898333333295,-87.79150666666669,2011,9,7,2,20,5156621.15185118,-9772905.818107618
2011-09-07,20:10:42,41.971325,-87.7915033333333,2011,9,7,2,20,5156685.035454834,-9772905.447042642
2011-09-07,20:10:52,41.971793333333295,-87.791505,2011,9,7,2,20,5156755.158184282,-9772905.632575132
2011-09-07,20:11:02,41.9722316666667,-87.7915216666667,2011,9,7,2,20,5156820.78953341,-9772907.48789998
2011-09-07,20:11:12,41.9727233333333,-87.791525,2011,9,7,2,20,5156894.406983345,-9772907.858964946
2011-09-07,20:11:22,41.9732383333333,-87.7915283333333,2011,9,7,2,20,5156971.51875213,-9772908.230029913
2011-09-07,20:11:32,41.973684999999996,-87.7915333333333,2011,9,7,2,20,5157038.399367179,-9772908.786627367
2011-09-07,20:11:42,41.9742433333333,-87.791545,2011,9,7,2,20,5157122.000795546,-9772910.085354762
2011-09-07,20:11:52,41.974731666666706,-87.79154,2011,9,7,2,20,5157195.121451631,-9772909.52875731
2011-09-07,20:12:02,41.9752316666667,-87.791545,2011,9,7,2,20,5157269.989598478,-9772910.085354762
2011-09-07,20:12:32,41.97568333333329,-87.7915766666667,2011,9,7,2,20,5157337.620996403,-9772913.610471975
2011-09-07,20:12:42,41.976125,-87.79159666666669,2011,9,7,2,20,5157403.755484047,-9772915.83686179
2011-09-07,20:12:52,41.97661,-87.79159,2011,9,7,2,20,5157476.379166749,-9772915.094731849
2011-09-07,20:13:02,41.97706166666671,-87.791575,2011,9,7,2,20,5157544.012028408,-9772913.424939485
2011-09-07,20:13:12,41.9774516666667,-87.7915616666667,2011,9,7,2,20,5157602.411269033,-9772911.940679614
2011-09-07,20:13:22,41.9779366666667,-87.7915466666667,2011,9,7,2,20,5157675.036464626,-9772910.270887252
2011-09-07,20:13:32,41.9784333333333,-87.7915366666667,2011,9,7,2,20,5157749.40923127,-9772909.157692343
2011-09-07,20:13:42,41.97887,-87.7915283333333,2011,9,7,2,20,5157814.797847572,-9772908.230029913
2011-09-07,20:13:52,41.978984999999994,-87.79125,2011,9,7,2,20,5157832.018588286,-9772877.246104978
2011-09-07,20:14:02,41.979003333333296,-87.7907383333333,2011,9,7,2,20,5157834.7639266355,-9772820.287632184
2011-09-07,20:14:12,41.9792083333333,-87.79035,2011,9,7,2,20,5157865.461854744,-9772777.058563266
2011-09-07,20:14:22,41.979698333333296,-87.79034166666669,2011,9,7,2,20,5157938.837790647,-9772776.130900843
2011-09-07,20:14:32,41.980188333333295,-87.790335,2011,9,7,2,20,5158012.214291168,-9772775.388770903
2011-09-07,20:14:42,41.980656666666704,-87.7903283333333,2011,9,7,2,20,5158082.346780302,-9772774.646640962
2011-09-07,20:14:52,41.980805,-87.7907416666667,2011,9,7,2,20,5158104.559669102,-9772820.658697162
2011-09-07,20:15:02,41.98082166666671,-87.79143499999999,2011,9,7,2,20,5158107.055502548,-9772897.840210775
2011-09-07,20:15:12,41.980841666666706,-87.7920583333333,2011,9,7,2,20,5158110.050503533,-9772967.229360033
2011-09-07,20:15:42,41.980405,-87.7926283333333,2011,9,7,2,20,5158044.659862592,-9773030.681469783
2011-09-07,20:17:22,41.977661666666705,-87.7926816666667,2011,9,7,2,20,5157633.857162114,-9773036.6185093
2011-09-07,20:17:32,41.9771,-87.79268,2011,9,7,2,20,5157549.752108857,-9773036.432976814
2011-09-07,20:17:42,41.97654666666671,-87.7926883333333,2011,9,7,2,20,5157466.895630401,-9773037.360639233
2011-09-07,20:17:52,41.9759966666667,-87.7927083333333,2011,9,7,2,20,5157384.539000751,-9773039.587029047
2011-09-07,20:18:02,41.9755866666667,-87.79271,2011,9,7,2,20,5157323.146339538,-9773039.772561537
2011-09-07,20:18:12,41.975131666666705,-87.7927016666667,2011,9,7,2,20,5157255.015922086,-9773038.844899118
2011-09-07,20:18:22,41.9747116666667,-87.792675,2011,9,7,2,20,5157192.126737987,-9773035.87637936
2011-09-07,20:18:32,41.97419,-87.79271,2011,9,7,2,20,5157114.014955811,-9773039.772561537
2011-09-07,20:18:42,41.9737,-87.792705,2011,9,7,2,20,5157040.645366122,-9773039.21596408
2011-09-07,20:18:52,41.9731483333333,-87.79271999999999,2011,9,7,2,20,5156958.0428640805,-9773040.885756442
2011-09-07,20:19:02,41.9726283333333,-87.7927333333333,2011,9,7,2,20,5156880.182550416,-9773042.370016318
2011-09-07,20:19:12,41.9722033333333,-87.79274000000001,2011,9,7,2,20,5156816.547189192,-9773043.11214626
2011-09-07,20:19:22,41.9716916666667,-87.79276,2011,9,7,2,20,5156739.935768604,-9773045.338536076
2011-09-07,20:19:32,41.971123333333296,-87.7927666666667,2011,9,7,2,20,5156654.840416961,-9773046.080666019
2011-09-07,20:19:42,41.970625,-87.7927816666667,2011,9,7,2,20,5156580.226642467,-9773047.75045838
2011-09-07,20:19:52,41.9701266666667,-87.7928,2011,9,7,2,20,5156505.613451696,-9773049.791315708
2011-09-07,20:20:02,41.969605,-87.7927916666667,2011,9,7,2,20,5156427.507292036,-9773048.86365329
2011-09-07,20:20:12,41.969055,-87.79281,2011,9,7,2,20,5156345.159637476,-9773050.904510615
2011-09-07,20:20:42,41.968615,-87.7930466666667,2011,9,7,2,20,5156279.282025735,-9773077.25012344
2011-09-07,20:20:52,41.96859,-87.7938466666667,2011,9,7,2,20,5156275.538993276,-9773166.305716075
2011-09-07,20:21:02,41.9687816666667,-87.79401666666669,2011,9,7,2,20,5156304.235613016,-9773185.230029508
2011-09-07,20:21:12,41.969238333333294,-87.79403,2011,9,7,2,20,5156372.608776661,-9773186.714289384
2011-09-07,20:21:22,41.9697216666667,-87.79401666666669,2011,9,7,2,20,5156444.975067746,-9773185.230029508
2011-09-07,20:21:32,41.9701716666667,-87.794005,2011,9,7,2,20,5156512.35107371,-9773183.931302113
2011-09-07,20:21:42,41.970575,-87.794015,2011,9,7,2,20,5156572.7403428,-9773185.044497022
2011-09-07,20:21:52,41.971000000000004,-87.7940183333333,2011,9,7,2,20,5156636.374077286,-9773185.415561987
2011-09-07,20:22:02,41.971445,-87.79401,2011,9,7,2,20,5156703.002795458,-9773184.487899568
2011-09-07,20:22:12,41.971885,-87.79400333333331,2011,9,7,2,20,5156768.883334017,-9773183.745769627
2011-09-07,20:22:22,41.972441666666704,-87.79401,2011,9,7,2,20,5156852.232849283,-9773184.487899568
2011-09-07,20:22:32,41.973043333333294,-87.7939883333333,2011,9,7,2,20,5156942.32101876,-9773182.075977264
2011-09-07,20:22:52,41.974101666666705,-87.7939733333333,2011,9,7,2,20,5157100.78842345,-9773180.4061849
2011-09-07,20:23:02,41.97469,-87.79396,2011,9,7,2,20,5157188.882465921,-9773178.921925027
2011-09-07,20:23:12,41.975151666666704,-87.7939533333333,2011,9,7,2,20,5157258.010655484,-9773178.179795086
2011-09-07,20:23:22,41.975584999999995,-87.7939516666667,2011,9,7,2,20,5157322.896776679,-9773177.994262608
2011-09-07,20:23:32,41.97613,-87.7939433333333,2011,9,7,2,20,5157404.504178984,-9773177.066600177
2011-09-07,20:23:42,41.976620000000004,-87.79392666666669,2011,9,7,2,20,5157477.876568085,-9773175.211275337
2011-09-07,20:23:52,41.97707,-87.7939166666667,2011,9,7,2,20,5157545.259871688,-9773174.09808043
2011-09-07,20:24:02,41.9776633333333,-87.7939116666667,2011,9,7,2,20,5157634.106733102,-9773173.541482978
2011-09-07,20:24:12,41.9781366666667,-87.7939016666667,2011,9,7,2,20,5157704.9851599615,-9773172.428288069
2011-09-07,20:24:22,41.978716666666706,-87.7939116666667,2011,9,7,2,20,5157791.836908333,-9773173.541482978
