date,species,trap,latitude,longitude,nummosquitos,wnvpresent,year,month,day,day_of_week,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,Tavg_lag_7,PrecipTotal_lag_7,Tavg_lag_10,PrecipTotal_lag_10,Tavg_lag_14,PrecipTotal_lag_14
2007-05-29,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,2,0,2007,May,29,Tue,88.0,62.5,75.5,58.5,65.5,0.0,10.5,0.0,29.415,30.1,5.8,17.0,6.95,61.0,0.0,70.0,0.0,68.0,0.0
2007-05-29,CULEX RESTUANS,T054,41.921965,-87.632085,3,0,2007,May,29,Tue,88.0,62.5,75.5,58.5,65.5,0.0,10.5,0.0,29.415,30.1,5.8,17.0,6.95,61.0,0.0,70.0,0.0,68.0,0.0
2007-05-29,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,1,0,2007,May,29,Tue,88.0,62.5,75.5,58.5,65.5,0.0,10.5,0.0,29.415,30.1,5.8,17.0,6.95,61.0,0.0,70.0,0.0,68.0,0.0
2007-05-29,CULEX RESTUANS,T086,41.688324,-87.676709,1,0,2007,May,29,Tue,88.0,62.5,75.5,58.5,65.5,0.0,10.5,0.0,29.415,30.1,5.8,17.0,6.95,61.0,0.0,70.0,0.0,68.0,0.0
2007-05-29,CULEX RESTUANS,T091,41.862292,-87.64886,1,0,2007,May,29,Tue,88.0,62.5,75.5,58.5,65.5,0.0,10.5,0.0,29.415,30.1,5.8,17.0,6.95,61.0,0.0,70.0,0.0,68.0,0.0
2007-05-29,CULEX RESTUANS,T094,41.720848,-87.666014,3,0,2007,May,29,Tue,88.0,62.5,75.5,58.5,65.5,0.0,10.5,0.0,29.415,30.1,5.8,17.0,6.95,61.0,0.0,70.0,0.0,68.0,0.0
2007-05-29,CULEX RESTUANS,T096,41.731922,-87.677512,5,0,2007,May,29,Tue,88.0,62.5,75.5,58.5,65.5,0.0,10.5,0.0,29.415,30.1,5.8,17.0,6.95,61.0,0.0,70.0,0.0,68.0,0.0
2007-05-29,CULEX PIPIENS,T096,41.731922,-87.677512,1,0,2007,May,29,Tue,88.0,62.5,75.5,58.5,65.5,0.0,10.5,0.0,29.415,30.1,5.8,17.0,6.95,61.0,0.0,70.0,0.0,68.0,0.0
2007-05-29,CULEX PIPIENS/RESTUANS,T129,41.891126,-87.61156,1,0,2007,May,29,Tue,88.0,62.5,75.5,58.5,65.5,0.0,10.5,0.0,29.415,30.1,5.8,17.0,6.95,61.0,0.0,70.0,0.0,68.0,0.0
2007-05-29,CULEX RESTUANS,T129,41.891126,-87.61156,2,0,2007,May,29,Tue,88.0,62.5,75.5,58.5,65.5,0.0,10.5,0.0,29.415,30.1,5.8,17.0,6.95,61.0,0.0,70.0,0.0,68.0,0.0
2007-05-29,CULEX PIPIENS/RESTUANS,T143,41.999129,-87.795585,1,0,2007,May,29,Tue,88.0,62.5,75.5,58.5,65.5,0.0,10.5,0.0,29.415,30.1,5.8,17.0,6.95,61.0,0.0,70.0,0.0,68.0,0.0
2007-05-29,CULEX PIPIENS/RESTUANS,T148,42.01743,-87.68776899999997,1,0,2007,May,29,Tue,88.0,62.5,75.5,58.5,65.5,0.0,10.5,0.0,29.415,30.1,5.8,17.0,6.95,61.0,0.0,70.0,0.0,68.0,0.0
2007-05-29,CULEX RESTUANS,T153,41.907645,-87.760886,1,0,2007,May,29,Tue,88.0,62.5,75.5,58.5,65.5,0.0,10.5,0.0,29.415,30.1,5.8,17.0,6.95,61.0,0.0,70.0,0.0,68.0,0.0
2007-05-29,CULEX RESTUANS,T159,41.732984,-87.649642,1,0,2007,May,29,Tue,88.0,62.5,75.5,58.5,65.5,0.0,10.5,0.0,29.415,30.1,5.8,17.0,6.95,61.0,0.0,70.0,0.0,68.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,3,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T002,41.95469,-87.800991,5,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX PIPIENS,T002,41.95469,-87.800991,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T015,41.974089,-87.824812,2,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T045,41.9216,-87.666455,2,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX PIPIENS,T045,41.9216,-87.666455,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T046,41.891118,-87.65449100000002,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T048,41.867108,-87.654224,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX PIPIENS,T048,41.867108,-87.654224,2,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T049,41.896282,-87.655232,2,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T050,41.919343,-87.694259,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T050,41.919343,-87.694259,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T054,41.921965,-87.632085,3,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T086,41.688324,-87.676709,4,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,2,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T096,41.731922,-87.677512,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T096,41.731922,-87.677512,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX PIPIENS,T096,41.731922,-87.677512,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T143,41.999129,-87.795585,2,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T143,41.999129,-87.795585,9,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T153,41.907645,-87.760886,3,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T159,41.732984,-87.649642,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T009,41.98196400000001,-87.812827,2,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T011,41.944869,-87.832763,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T016,42.011601,-87.81150600000002,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T019,41.94983,-87.69845699999998,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T025,41.979243,-87.750938,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T028,41.986921,-87.689778,2,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T031,41.801498,-87.763416,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T033,41.906638,-87.701431,3,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T089,41.723195,-87.64997,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T090,41.868077,-87.666901,7,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T092,41.869216,-87.627561,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.72460799999998,2,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T135,41.662014,-87.72460799999998,4,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX PIPIENS,T135,41.662014,-87.72460799999998,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T141,41.961743,-87.76007,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T141,41.961743,-87.76007,2,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T142,41.953067,-87.776792,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T142,41.953067,-87.776792,3,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T145,41.878114,-87.629798,3,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T146,41.958271,-87.702575,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T146,41.958271,-87.702575,2,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T147,41.932094,-87.700117,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T149,41.994469,-87.667736,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T150,42.006858,-87.675919,2,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T151,41.916265,-87.800515,10,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T152,41.846075,-87.716277,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T154,41.918705,-87.752329,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,3,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T158,41.682587,-87.707973,8,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T162,41.725517,-87.61425799999998,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,2,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T218,41.948167,-87.730698,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-05,CULEX RESTUANS,T220,41.963976,-87.69181,1,0,2007,Jun,5,Tue,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,69.0,0.38,57.0,0.0,61.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,1,0,2007,Jun,26,Tue,91.5,71.5,81.5,69.0,72.0,0.0,16.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,62.0,0.09,76.0,0.02,71.0,0.0
2007-06-26,CULEX RESTUANS,T002,41.95469,-87.800991,4,0,2007,Jun,26,Tue,91.5,71.5,81.5,69.0,72.0,0.0,16.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,62.0,0.09,76.0,0.02,71.0,0.0
2007-06-26,CULEX SALINARIUS,T002,41.95469,-87.800991,1,0,2007,Jun,26,Tue,91.5,71.5,81.5,69.0,72.0,0.0,16.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,62.0,0.09,76.0,0.02,71.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T007,41.994991,-87.769279,1,0,2007,Jun,26,Tue,91.5,71.5,81.5,69.0,72.0,0.0,16.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,62.0,0.09,76.0,0.02,71.0,0.0
2007-06-26,CULEX RESTUANS,T007,41.994991,-87.769279,4,0,2007,Jun,26,Tue,91.5,71.5,81.5,69.0,72.0,0.0,16.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,62.0,0.09,76.0,0.02,71.0,0.0
2007-06-26,CULEX RESTUANS,T015,41.974089,-87.824812,1,0,2007,Jun,26,Tue,91.5,71.5,81.5,69.0,72.0,0.0,16.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,62.0,0.09,76.0,0.02,71.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,1,0,2007,Jun,26,Tue,91.5,71.5,81.5,69.0,72.0,0.0,16.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,62.0,0.09,76.0,0.02,71.0,0.0
2007-06-26,CULEX RESTUANS,T045,41.9216,-87.666455,1,0,2007,Jun,26,Tue,91.5,71.5,81.5,69.0,72.0,0.0,16.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,62.0,0.09,76.0,0.02,71.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.65449100000002,1,0,2007,Jun,26,Tue,91.5,71.5,81.5,69.0,72.0,0.0,16.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,62.0,0.09,76.0,0.02,71.0,0.0
2007-06-26,CULEX RESTUANS,T046,41.891118,-87.65449100000002,6,0,2007,Jun,26,Tue,91.5,71.5,81.5,69.0,72.0,0.0,16.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,62.0,0.09,76.0,0.02,71.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,2,0,2007,Jun,26,Tue,91.5,71.5,81.5,69.0,72.0,0.0,16.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,62.0,0.09,76.0,0.02,71.0,0.0
2007-06-26,CULEX RESTUANS,T049,41.896282,-87.655232,1,0,2007,Jun,26,Tue,91.5,71.5,81.5,69.0,72.0,0.0,16.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,62.0,0.09,76.0,0.02,71.0,0.0
2007-06-26,CULEX RESTUANS,T050,41.919343,-87.694259,1,0,2007,Jun,26,Tue,91.5,71.5,81.5,69.0,72.0,0.0,16.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,62.0,0.09,76.0,0.02,71.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,1,0,2007,Jun,26,Tue,91.5,71.5,81.5,69.0,72.0,0.0,16.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,62.0,0.09,76.0,0.02,71.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,1,0,2007,Jun,26,Tue,91.5,71.5,81.5,69.0,72.0,0.0,16.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,62.0,0.09,76.0,0.02,71.0,0.0
2007-06-26,CULEX RESTUANS,T086,41.688324,-87.676709,2,0,2007,Jun,26,Tue,91.5,71.5,81.5,69.0,72.0,0.0,16.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,62.0,0.09,76.0,0.02,71.0,0.0
2007-06-26,CULEX RESTUANS,T096,41.731922,-87.677512,5,0,2007,Jun,26,Tue,91.5,71.5,81.5,69.0,72.0,0.0,16.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,62.0,0.09,76.0,0.02,71.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T129,41.891126,-87.61156,1,0,2007,Jun,26,Tue,91.5,71.5,81.5,69.0,72.0,0.0,16.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,62.0,0.09,76.0,0.02,71.0,0.0
2007-06-26,CULEX RESTUANS,T129,41.891126,-87.61156,1,0,2007,Jun,26,Tue,91.5,71.5,81.5,69.0,72.0,0.0,16.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,62.0,0.09,76.0,0.02,71.0,0.0
